id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
52069970,2,1.0,1.0,"Smell the Beach Air.   See the Ocean from your Master Bedroom Suite.   Private Full Bathroom.   Upstairs bedroom facing the quiet one way street.   House completely renovated with all new furniture, Kitchen.    Enjoy 3 different outdoor seating areas.<br /><br /><b>The space</b><br />Walk up the stairs, and your private master bedroom is on Left.   Two other bedrooms to the back.<br /><br /><b>Guest access</b><br />Free Street Parking in front<br /><br /><b>Other things to note</b><br />Strictly No Parties, No events, non-smoking, no marijuana Room is set up for two only, no other visitors.",0,100.0,169.0,high
42492191,2,1.0,1.0,"Treat yourself like royalty, in a room that rivals a stay in a plush (expensive) hotel. Clean, bright, and beautifully arranged!<br /><br /><b>The space</b><br />1 full-sized bed + chair + nightstand + dresser, and TV.",67,90.0,52.0,low
31924738,3,1.0,1.0,"Very Cozy Queen Bedroom with a brand new Flat screen TV!!!! Can watch all types of movies with the new fire stick tv. Nice furnishing for long stays, nice work desk and also had a mini fridge!",89,97.0,59.0,low
51308136,8,3.0,4.0,"Incredibly spacious, three bedroom craftsman home situated in the historic and central neighborhood of Jefferson Park in Los Angeles.<br /><br />Perfect location to be based for your LA trip, with easy access to Downtown, Hollywood, Beverly Hills, Venice Beach and Santa Monica.<br /><br />Enjoy beautiful LA sunsets on the outdoor deck, entertain in the expansive open-plan living area, unwind in the supersized master suite w/ huge en-suite bathroom & walk-in closet or make use of the fully-loaded kitchen to dine-in.<br /><br /><b>The space</b><br />The property features a large, open-plan living room, dining area and kitchen which is fully kitted out with everything you could need to make your stay in LA luxurious.<br /><br />The expansive master suite includes a full en-suite double-bathroom and has it's own private entrance out onto the rear garden deck.  The two additional guest bedrooms are generously proportioned with ample closet space, situated at either end of a hallway off the ",4,100.0,495.0,high
21769050,8,7.0,7.0,"@luxurymansionrentals Take advantage of  in this 7 bedroom Luxury Mansion Rental  for you staycation at special pricing now through Aug.<br /><br />Bring everyone together in this impressive 8,600 square ft Mediterranean style 7 bedroom home in the heart of Beverly Hills. This  home comes with an oversized backyard with pool, spa, fire pit, plenty of lounging and eating areas plus a tennis/basketball sport court. <br /><br />Book this home today!<br /><br /><b>The space</b><br />Follow us on Instagram: @luxurymansionrentals<br /><br />During your stay at Robmar Mansion you and your loved ones can relax in absolute privacy and style.  This expansive estate offers an array of common areas to utilize and plenty of welcome distractions to keep everyone busy. <br /><br />There are 7 guest suites spread between the home’s three spacious  levels - each room has a smart tv and offers a bathroom en suite and private entrance or balcony.  <br /><br />Common areas include a giant living room with",29,95.0,2814.0,high
6063934,8,4.0,4.0,"Are you looking for a place to get away but still be near it all?<br /><br />Whether you need a home to stay in for a weekend getaway or to visit families and friends in the South Bay, you will love our home.<br /><br /><b>The space</b><br />Whether you want to cook that gourmet meal on our professional series Viking gas range, sit and relax on the porch, tanning by the pool, sipping wine in the Jacuzzi, or sleep in the hammock and enjoy the sunny Southern California weather, all is possible in our home away from home.<br /><br /><b>Guest access</b><br />The house is situated on a quiet residential street, which is walking distance from the golf course, a short drive to the shopping center, and a nice bike ride to Redondo Beach or Hermosa Beach.  This home is a great spot for families with kids because of the proximity to local attractions such as Disneyland, Universal Studios and Hollywood and only 30 minutes from the airport.<br /><br /><b>Other things to note</b><br />BUSINESS LICEN",202,100.0,227.0,high
42712422,2,1.0,1.0,"Located in the sought-after CC Tan Center apartment complex, this sophisticated apartment offers comfort and convenience in an ideal location. Unit features include modern furnishing, designer finishes, and an open living space. This community is a 5-minute drive from Interstate 5, the Los Angeles Zoo, and expansive Griffith Park. While exploring the park, be sure to check out famed landmarks like the Griffith Observatory, Greek Theatre, and the iconic Hollywood sign, along with miles and miles of beautiful trails. The Glendale Galleria, markets, and lots of diverse eateries are all just steps away.<br /><br />Enjoy a stay with Zeus! We have 4630+ reviews (see below).<br /><br /><b>The space</b><br />At Zeus, we offer thoughtfully furnished homes for 30+ day stays. <br /> <br />Our homes come equipped with handpicked essentials, from premium mattresses and linens to kitchen basics like pots and pans, chef’s knives, and wine glasses. Your home is also equipped with high-speed WiFi and c",2,100.0,108.0,low
46709743,6,3.0,3.0,"Before you start reading please note that all bedrooms are equipped with darkening shades for those to wake up naturally. Plenty of seating in living room and dining room for all to share and gather.<br /><br />This three bedroom town home in Silver Lake is brand new and features top of the line appliances and luxury furniture and decor. Located just minutes from the iconic Hollywood Sign, this spacious two-story condo is perfect for busy travelers who want somewhere clean and contemporary to entertain their guests.<br /><br /><b>The space</b><br />The Living Area<br /><br />The living room is located on the ground floor and features brand new furniture, and a wall mounted flat screen TV. A stylish gray sofa is accented by two teal-colored armchairs, all set around a single coffee table and plush area rug. Locally inspired art hangs on the walls, and indoor plants add color to the crisp, white lounge area. Large windows allow plenty of natural light to flow through, and the brand new w",0,100.0,83.0,low
51321844,1,1.0,1.0,"Steps to beach Bedroom with shared bathroom, use of full kitchen, and outdoor patio area. steps to the beach. Smell the ocean air, or walk to the Belmont Shore shops/restaurants. This is a peaceful quiet house, family chill mode house, no smoking, no marijuana, no parties/events. One guest only.<br /><br /><b>The space</b><br />Downstairs bedroom , in  a single-family residence.   The bedroom is next to the kitchen, although there is a separate private entrance to the bedroom, along with another door from the kitchen. The kitchen, living room, patio spaces are shared<br /><br /><b>Guest access</b><br />Entrance to the property is by the gate, or the front door. If you want to private access there is a private entrance to the bedroom to the rear of the house.<br /><br /><b>Other things to note</b><br />Strictly no smoking, no parties, no events, no marijuana.",0,100.0,98.0,low
1868877,2,1.0,1.0,"Spacious suite occupies a far corner of our large house: private entry, bath (shower, soaking tub), mini-kitchen, walk-in closet — off a Mediterranean courtyard in a quiet neighborhood. Decorated with art and an international library, its outdoor spaces add immeasurably to your stay: entry deck, fountain and fishpond, private barbecue patio with mountain views, and a cool grotto. 5 minutes to hiking trails, 10 minutes to restaurants, shops, JPL, Rose Bowl, and museums  and Pasadena’s delights.<br /><br /><b>The space</b><br />Our romantic Mediterranean home was built on a half acre in 1922 by artist Frank Brown, and a few years ago my landscape architect husband and co-host Mark redesigned our very deep front garden into an Italianate courtyard surrounded by huge trees with a fountain/fishpond and many places to sit. The guest suite features a private entrance with deck, large bedroom that includes kitchenette nook (refrigerator, microwave, single burner hot plate, electric tea kettle ",118,100.0,99.0,low
46953610,2,1.0,1.0,"Located in the heart of Los Angeles, Miracle Mile Terrace provides ultimate luxury and is the ideal place for the urban dweller in Los Angeles. From the moment you enter your tastefully decorated and fully furnished apartment, you will know that you found home. Ultra modern building with swimming pool and heated jacuzzi, sundeck with BBQ area and gym. Learn to live in comfort and enjoy the abundant array of on-site amenities that will keep you entertained and pampered.<br /><br /><b>The space</b><br />Spacious and modern apartment that features stainless steel appliances, a private balcony, a washer/dryer inside the unit and full shower stall.  Wifi enabled and a flat screen TV in living room setup with Roku.  Linens, Keurig, towels and kitchen tools provided.",2,99.0,95.0,low
6157233,2,1.0,0.0,1 bedroom and bathroom in a nice house recently remodeled 15 minutes away from Hollywood blvd .<br />20 minutes from Burbank airport and close to the major freeways.<br />with a nice and private back yard and swimming pool.,0,75.0,68.0,low
50397770,6,2.0,2.0,"Brand New 2 Bed 2 bath in a secure and modern building in the quiet side of Downtown Santa Monica. One of the best neighborhoods in all of Los Angeles. You really don't need a car to get around because everything you need is within walking distance.<br /><br />Step outside and explore the neighborhood. You are surrounded by amazing restaurants, coffee shops, bars & lounges. Few steps away from all the shops on 3rd Street Promenade. The beach & the Santa Monica Pier are only 15 minutes of joyful walk away.<br /><br /><b>The space</b><br />Brand new 2 bedroom, 2 bathroom apartment in the quiet side of Downtown Santa Monica.<br /><br />2 Parking spots in the garage, fully equipped stainless steel kitchen in a modern and secured building.<br /><br />2 Queen beds and a pull out sofa bed with a computer desk. High Speed internet with 3 Smart TV's with entertainment applications. Both bedrooms have TV's.<br /><br /><b>Other things to note</b><br />If you're planning to party, play loud music ",8,100.0,293.0,high
21125101,5,2.0,2.0,"Location, location, location!!! You are in center of everything in santa monica.<br />*close to beach and shops ( 10 blocks away from the beach<br />*Just few steps away from Montana ave - It has all the great restaurants, coffee shops, banks, spa and much more shops.<br />*pavilions just 2 blocks away.<br />*whole foods market just 5 blocks away.<br />*santa monica pier (1.9 miles)<br />*Downtown santa monica (1.3 miles)<br />*venice beach and Abbot kiddney blvd (15 min drive)<br />*parking upto 4 cars inside the drive way.<br /><br /><b>The space</b><br />The house is completly furnished and remodeled couple years ago. 1279 sqft of living space with 5000 sqft of land. It has nice size back yard.<br /><br /><b>Guest access</b><br />*WI-FI<br />*LAUNDARY ( washer and dryer)<br />*IRON<br />*CABLE<br />*DISHES , CUPS AND POTS<br />*ALL THE UTENSILS<br />*HAIR DRYER<br />*panasonic MA 70 massage chair<br />*central heating and ac<br />*stationary bike<br /><br /><b>Other things to note</",4,100.0,149.0,high
13478984,4,3.0,4.0,"Catalina Island known as the Island of Romance is the perfect choice for visitors looking to escape and experience the warmth of a small-town in a fun Island destination.<br />My Avalon home is a wonderful warm and sunny cottage just 2 blocks from the beach, shops, boating, and other entertainment.  It is located on ""the flats"" in the center of town for an easy walk to all destinations.<br />My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets).",135,100.0,259.0,high
51639256,4,1.0,2.0,"*1 bedroom Apartment in Small, Quiet Complex<br />*Queen memory foam bed plus full size futon<br />*Free Wifi Included<br />*Smart Roku TV<br />*Fully Supplied Kitchen! Everything you need to cook in/eat at home<br />*Walkable to Rose Ave. with some of the best local Restaurants & Coffee Shops <br />*Near Whole Foods Grocery<br />*Reserved Parking Included<br />*Professionally cleaned and managed<br />*Air Conditioning & Heat<br /><br /><b>The space</b><br />Freshly updated ground floor corner apartment in small, quiet complex with a fun & stylish beach theme. Your apartment includes a full kitchen, bathroom with shower, smart TV, closet for storage and its own private patio with seating and string lights. Rest comfortably on the premium queen memory foam bed in the bedroom or cozy up on the couch / sofabed in the living room with a great book or stream a movie on the smart TV. Free wifi & on site parking included.<br /><br /><b>Guest access</b><br />I give my guests space but am avail",0,100.0,143.0,low
42051334,6,2.0,6.0,"Sleeps: 6 - Two Bedroom & Two Bath <br />Beds: One King, One Queen, Three Twin Ottoman Pullouts, and Blow-up Queen to provide flexibility of options.  Max occupancy is Six <br />No Golf Cart is provided with this property.  No parties/events allowed at this home.  <br /> <br />This Catalina Vacation Home has breathtaking views throughout the property.  Please do note it is not ADA Accessible.  There are approximately 40 steps up from street to reach 1st Level Entrance.   Please see photos of stairs. <br />​ <br />The unit has the highest speed internet you can get on the island averaging around 80mbps down / 7mbps up with Netgear Orbi Wifi Throughout.  Wired connection is available in Living Room.  <br />  <br />The kitchen is fully equipped with Granite Counters, Seating for Six, Keurig Coffee and Drip Coffee Carafe, Microwave, Gas Stove/Oven, Dishwasher, Ice-maker in Freezer, and Cooking/Baking Supplies.    All areas of living room and kitchen have an incredible view.   <br />​ <br /",74,100.0,495.0,high
30708470,4,2.0,3.0,"Studio with kitchen & bath surrounded by a magical garden. Sit at the picturesque yard and enjoy the vibrant flowers, the bountiful orange tree, & lush foliage, creating a wonderful sanctuary. Just minutes from Whole Foods, Melrose Pl Farmers Market & shops!<br /><br />Please note: no washer/dryer, VERY EASY STREET PARKING ONLY right in front of the house (PERMIT PROVIDED), no smoking inside. Thank you!<br /><br /><b>The space</b><br />Come fall in love with this gated and very special guesthouse studio updated with today's modern touches while preserving its old-world charm. Soak in the picturesque yard where you'll enjoy the vibrant flowers, the bountiful orange tree, lush foliage & multiple seating areas, creating a wonderful sanctuary. Bedroom has great windows to allow the sunshine in. Your personal sanctuary is just minutes from Whole Foods, Melrose Pl Farmers Market, shops offering a walk-score of 91!<br /><br /><b>Guest access</b><br />With us you'll enjoy full privacy to your ",151,100.0,175.0,high
24017210,3,2.0,1.0,"Step inside this charming beach cottage, located just 4 blocks from the water, on a quiet street around the corner from shops and restaurants. This seaside retreat is just one-mile (along the water!) to downtown Manhattan Beach, filled with award-winning dining and shopping options. Wheel around town on one of the complimentary beach cruisers or head down the hill for a day of sand and surf. In the evenings,  curl up with a good book or your favorite person by the fireplace.<br /><br /><b>The space</b><br />From the moment you step into this beachside retreat, you'll feel as if you're a resident of Manhattan Beach, a charming coastal town. The front door opens from a long balcony into a living/dining room with a cozy fireplace. Located off the living room is the ladder to the upstairs (bonus) sleeping loft, which is quite large with three windows to let in a sea breeze. (There are two floor mattresses. Note: You cannot fully stand up in the loft, but it is a favorite place to sleep amo",3,100.0,259.0,high
38850091,4,2.0,2.0,"Mid-century house one-floor open spaces and huge windows. Ita a great place with open space.<br />You're​ close to Malibu,universal Studios & Beverly H<br />This house has been in various shoots and film clips as well ​. The heating​ pool comes with an extra charge of 300 dls.<br />100 dls only for the jacuzzi<br />200 for the Pool <br />Master bedroom has no blinds <br />And ist only advertised as 1 BATHROOM the other is not to use.<br />Disclosure <br />We have security cameras by the doors for security purposes.<br />Pictures are AS IS.<br /><br /><b>The space</b><br />Definitely NO PARTIES<br /><br />*Space its well-decorated please we ask for consideration and don't damage our home.<br />*No DRUGS <br />*No Smoking INSIDE the house it will be a fine of 700 dls <br />*No drink on top of wood furniture<br />*No shoes inside the house. <br />* NO music after 10 PM<br />*Pool has no rails or fence for kids<br />Please be aware before booking. Kids CAN NOT BE ALONE IN THE POOL.<br /><b",45,80.0,736.0,high
49195289,3,1.0,1.0,"What’s unique about our property? The passion that we put in creating an accommodating and unique space for our guests, to fully enjoy their trip to West Hollywood. <br /><br />Book now for these top reasons:<br />1. Modern décor -> property was recently fully renovated (March 2021)<br />2. Serene environment -> the apartment is located at the back of the building <br />Walking distance to -> a miscellaneous number of shops, restaurants as well as to public transportation<br />3. Big private large sun-lit patio (120 sq ft).<br /><br /><b>The space</b><br />Step into the comfort of this beautiful 1-bedroom apartment. The home space is cozy, characterized by chic modern décor and wonderful attention to detail. Guests can expect a clean space, equipped with all the amenities that you will need. The space consists of a one-bedroom, modern bathroom, fully equipped kitchen, bright living room, and a large patio area.<br /><br />WHAT PEOPLE LOVE ABOUT OUR PROPERTY<br />Each room has beautiful",0,100.0,170.0,high
47747145,3,1.0,1.0,"In an effort to abide by new Los Angeles city law guidelines this property requires a 30-night minimum stay, after 21 nights the guest will have 2 options to choose from:<br /><br />1. After 21 nights the guest will need to apply through our application process to continue their reservation in the same unit.<br /><br />OR<br /><br />2. If they do not want to go through the application process they will need to comply with moving into a similar unit after 25- nights due to California tenant rights law.<br /><br /><b>The space</b><br />This spacious furnished one bedroom, one bath apartment comes with a Queen bed and couch in the living room. It is a downstairs unit that is great for family and friends, and can accommodate up to 3 guests.<br /><br />Enjoy a new kitchen with granite counter-tops, new bath, new wood flooring. Free parking is available on the street adjacent to the building, includes Wi-Fi, TV w/Amazon Firestick (Netflix), fully furnished, fully equipped kitchen, and on-sit",0,80.0,69.0,low
29158690,16,4.0,7.0,"Make sure to follow us for more available dates. <br /><br />Gorgeous newly remodeled property w/ a Main House and Guest House. Each with own kitchen and a total 8 bedrooms, 5 bathrooms & 3 sofa beds. <br /><br />Modern, spacious, clean & peaceful making it the perfect place for your next vacation!<br /><br /><b>The space</b><br />Make sure to follow us for more available dates. <br /><br />QUIET TIME ENFORCED ON THIS PROPERTY 10pm-8am 7 days a week. <br /><br />We understand that our guests are on vacation but this is not the situation for our neighbors. They are not on vacation so we expect our guests to respect them & their need for rest.<br /><br />Sleeps 16 adults total!!!<br />Main house has 5 bedrooms and 4 bathrooms. Downstairs are 2 bedrooms with queen beds and it’s own bathrooms and sofa bed in the living room and full kitchen. Upstairs has a sofa bed in the tv room, shared bathroom, 2 bedrooms with queen beds, and master bedroom with king bed and own bathroom and walk in clo",86,100.0,488.0,high
50457613,6,2.0,3.0,"⭑ Nearby stuff ⭑<br /><br />Different beaches 35min-1hr away🏝<br />DTLA 15-20min away🏙<br />Hollywood🌴<br />Dodger stadium⚾️<br />Los Angeles- Chargers 🏈 <br />Los Angeles- Lakers🏀<br />Six flags 🎢<br />Disneyland 🎡<br />Zoo🦒<br />Museums🔅<br />Universal studios🗺🎆<br />Griffith Observatory🕌<br />Hikes🏃🏽‍♀️🏃🏽‍♂️<br />Walk of fame📸<br />Burbank town center mall 5 min away<br />Burbank airport 10 min away 🛬<br /><br /><b>The space</b><br />We are in Burbank, ca but close to all the attractions. Perfect for families, couples, or friends that want the full California experience. <br />The home features all the amenities you would desire in a bnb, it is spacious, upscale, and cozy spot. You will have the entire main house & back guest house to yourselves. <br /><br />Main house: <br />Bedroom 1/ Queen with en suite attached bathroom <br />Queen/ self-inflating air mattress in living room <br />Sofa is also an option to sleep on if you’d like.<br /><br />Back guest house: <br />Sofa sleeper f",0,100.0,244.0,high
36643994,2,1.0,1.0,"The house is located in Beverlywood, has great sunshine during the daytime, takes 5 mins to get on freeway, 15 mins to DTLA, Santa Monica, Marina Del Ray, West Hollywood; and 10 mins to Beverly Hills. There are 3 gas station 1-3 mins away from the house and there are different types of restaurants around the corner<br /><br /><b>The space</b><br />Open kitchen uses marble bar table, electronic piano; TV is accessible to YouTube, Netflix. AC & rooftop.<br /><br /><b>Guest access</b><br />Common area including living room, kitchen,  rooftop.<br /><br /><b>Other things to note</b><br />We do recycle so please follow the instructions on the trash can.<br />No shoes in house.<br />Please follow the extent of check-in and check-out schedule.<br />Please keep the house in good condition.<br /><br /><b>License number</b><br />HSR21-001574",61,80.0,72.0,low
41195472,2,1.0,1.0,"Remodeled room with new wood floor, paint, and TV. Close to Northridge Fashion Center, Starbucks and California State University. This private bedroom comes with a shared full bathroom across the hall.<br /><br /><b>Other things to note</b><br />If you are staying for an extended period of time, please kindly put your trash can, when full, outside your door. We will dispose the trash and place the empty trash can with fresh liner outside your door.<br /><br /><b>License number</b><br />HSR20-001956",40,100.0,70.0,low
39062944,2,1.0,1.0,"• Cute studio located in Brentwood<br />• Newly renovated with hardwood floors, granite countertops, and stainless steel appliances<br />• Tumbled marble bathroom<br />• Laundry on site<br />• Across the corner from Ralph's grocery store and Ross department store<br />• Just a few mins to Brentwood's high end shopping district, which features stores like Theory and Lululemon",6,100.0,91.0,low
5078638,4,2.0,2.0,"Luxury house!  Two bedrooms and one bathroom, with plenty of room for 4  persons, with 2 queen-size foam beds.  New air conditioning.   Full kitchen: Miele dishwasher,  Bosch gas range, new Samsung refrigerator, Maytag washer/dryer. Sony 4k ultra high fidelity TV, SiriusXM radio.  Solid oak floors, 3 opening skylights,  HansGrohe rainshower. Close to  beach sand & surf.  Ask for a Special Offer of 19% price discount for 5 month stay.<br /><br /><b>The space</b><br />This house features  high-end fixtures and equipment,  with 2 separate bedrooms, each with queen beds, plus a sofa that converts to a queen bed. The house is designed for luxury and comfort, very clean, with plenty of room for 5 persons,  with 860 sq. ft. on a large 4200 sq. ft. lot.  <br />   You have the private use of our grassy back yard with an undulated redwood fence, selected plants, Brazilian teak outdoor furniture and lots of room to stretch and relax.   This house features top architectural design, quality craftsm",79,100.0,289.0,high
8578664,4,2.0,3.0,"Blair Hills has some of the best views in the city. This Hilltop guest house is truly unique and plenty of outdoor space to enjoy. Located close to the Baldwin Hills Scenic overlook, Culver Steps, Visitor Center and Nature Center. Close to Sony, Apple, Amazon,HBO, Culver Studios and the Expo line.  Stairs up from private street parking area. Gated entry and house. No parties, Quiet hours 11pm-7am.<br /><br /><b>The space</b><br />The House has AC and heater, 2- bedrooms, Queen beds, Hardwood floors, 1 bathroom with shower.<br />Fully furnished Kitchen, Refrigerator, Gas Stove, Microwave, Coffee maker, Washer & dryer,  SofaBed, 55"" Sony TV,  Spectrum 200mbps wifi internet, 2 Office Desks, Outdoor table set, 2-car parking private street spot. No pets, smoking or parties.<br /><br /><b>Guest access</b><br />Entire guest house and the deck. Private gated entry.<br /><br /><b>Other things to note</b><br />Longer 14 or 30 or more Night stays preferred.",3,100.0,204.0,high
37104244,8,3.0,4.0,"Hawaiian Themed Avalon Home + Close to Beach + WIFI<br /><br /><b>The space</b><br />It's all about the details in ""Island Bungalow,"" a Hawaiian themed home with saltillo tile, unique architectural features and island themed decorating. It is a great vacation home for two or three couples or an extended family. The Dutch front door opens to the first floor with kitchen & dining area, living room, and two bedrooms and 3/4 bath. The large master suite, including a separate living area with queen sofa sleeper, is upstairs. A double set of French doors open from the master living area to the deck where you can sit out and enjoy the mountain and town views. Oh, and it's a quick walk to the beach, shopping and more! A total of 1700 sq. feet. OWNER HAS SUPPLIED A PACK AND PLAY, LOCATED IN THE MASTER BEDROOM CLOSET 310CL<br /><br /><br />This vacation home rents on a nightly basis (2 night minimum, holidays and selected dates excepted; 3 night minimum mid-June through Labor Day).<br /><br /><b",3,100.0,534.0,high
49499871,3,2.0,1.0,"A slice of paradise in the hills. The place has the feel and privacy of a writer's cabin, secluded in the hills, only, the city is right there in sparkling view. The experience of dining on the patio is hard to capture in words.<br /><br />Other notes:<br />- This is a home; my home. It is not a bleached corporate vacation rental and it is certainly nothing like a hotel. Expect patina and eccentricities.<br />- There are about 40 stairs down to the house through the garden, and back up to the street<br /><br /><b>License number</b><br />HSR20-001580",10,100.0,359.0,high
52108643,4,1.0,2.0,"HWH Luxury Living is writing a new chapter in luxury historic urban living in downtown Los Angeles. Enjoy the best, modern interiors Los Angeles has to offer with features like ceiling speakers with Bluetooth technology, app-based control of home lighting, appliances, and air conditioning, and jacuzzi tubs and rain showers in bathrooms. Each apartment is styled and crafted with the latest technology and newest appliances.<br /><br /><b>The space</b><br />Historic Urban Apartments in DTLA is the new Modern History with Luxury. With a uniquely antique look on the outside and modern amenities inside, you will find yourself in luxury like never before. Our chic 1 bedroom furnished apartments in LA offer a host of modern amenities including a fully equipped kitchen, in-suite laundry facilities, complimentary high-speed internet, fresh linens, towels and welcome toiletries, large windows that show off amazing panoramic views of the city skyline and approved pets are welcome too! Guests also ",0,95.0,253.0,high
44800370,6,2.0,2.0,"Centrally located in one of the hottest  neighborhood in Los Angeles. Walking distance to many great restaurants, bars and attractions. Each bedroom has it's own bathroom. The living room includes a queen sofa bed for additional guests.<br /><br /><br />**31 Nights Minimum<br /><br /><b>Other things to note</b><br />Pet Policy<br />We may allow 1 pet upon request (exclusions below) with a $50 fee per month.<br /><br />Dog Breed Exclusions: <br />The below list of dog breeds are prohibited at the property:<br />Australian Cattle Dog<br />Basenji<br />Basset Hound<br />Bedlington Terrier<br />Bernese Bloodhound<br />Boxer<br />Bulldog<br />Chow Chow<br />Dalmatian<br />Doberman<br />Dogue de Bordeaux<br />Foxhound<br />German Shepherd<br />Great Dane<br />Greyhound<br />Husky<br />Keeshond<br />Malamute<br />Mastiff<br />Pit Bull<br />Presia Canario (Pit Bull family)<br />Pointer<br />Rottweiler<br />St. Bernard<br />Saluki<br />Weimaraner<br />Any Wolf-dog Hybrid<br /><br />Monthly Pet ",3,85.0,99.0,low
14199379,1,1.0,6.0,"Hacker House in the most popular neighborhood in West Hollywood adjacent to Beverly Hills.<br />This is 3 bunk-beds room. You can book only ONE bed instantly. Ask for availability before booking for more than one guest. <br />Easy to get:<br />- 2 min to Beverly Center shopping mall<br />- 5 min to the bars and restaurants<br />- 7 min to the night clubs<br />- 12 min to Beverly Hills<br />- 15 min to Hollywood Walk of Fame<br />- 25 min to Santa Monica/Downtown/Universal City<br />Free and fast Wifi<br />Co-working zone<br />Fully equipped kitchen<br /><br /><b>Other things to note</b><br />Attention!<br />This particular room is for males only.<br />This listing includes information about total room capacity (4 ppl), but you can book instantly only ONE BED. If there are more guests going to stay with you, please ASK ABOUT AVAILABILITY before booking!",14,95.0,31.0,low
45064736,4,2.0,2.0,"Discover the best of Los Angeles, with this two-bedroom Koreatown apartment. It’ll be easy to simply show up and start living in this exquisitely Blueground furnished apartment with its fully-equipped kitchen, beautiful living room, and our dedicated, on-the-ground support. (#LAX321)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this two-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Los Angeles vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br /><br />Amenities<br /><br />Building amenities unique to this two-bedroom apartment include an on-site:<br />  <br />- Pet Friendly<br />- Dog Park/Run<br />- Swimmi",0,100.0,267.0,high
39059089,3,1.0,4.0,"Nearby Citadel outlet stores, Commerce casino freeway close, 12 miles from  downtown L.A., historical Olivera street, Staples center, Dodger stadium, freeway close to Universal studios, San Antonio Winery, Hollywood, Old town Pasadena,  freeway close to Knott’s, Disneyland and many more Los Angeles attractions. We are located in the middle of these tourist sites<br /><br /><b>The space</b><br />Why pay for a hotel when you can have the convenience of a home away from home ?<br /><br /><b>Guest access</b><br />Entire place is yours<br /><br /><b>Other things to note</b><br />If we can help you in anyway please drop us a text.",24,67.0,90.0,low
39201332,2,1.0,1.0,"This room is newly renovated and includes a romantic antique French iron finish headboard, down pillows, a desk with desk chair, and a shared bathroom with new, sparkling white tile. This is a casual guest house with other guests and Self Check-In, so arrival ANY TIME is fine. The Rose Bowl is a 12 minute walk away. Other popular Pasadena destinations are only minutes away by car. Just beyond are Hollywood and Santa Monica. Welcome home!<br /><br /><b>License number</b><br />SRH2019-00219",59,99.0,59.0,low
34831706,4,2.0,2.0,"This beautiful 2 Bed Condo located in the Waterstone building comfortably sleeps 4; just minutes from Santa Monica & LAX airport. Enjoy resort style Playa Vista amenities including: direct access to Upscale Club Houses  & The Resort with Olympic size pool, adult pool, kid's pools, Spas, 2 fully equipped fitness centers, business center, and 19 neighborhood parks. Walking distance-Whole Foods, theater,  restaurants, retail stores, & much more. 3 night minimum please.<br /><br /><b>The space</b><br />Check out playavista.com for more information on this amazing community.",3,100.0,200.0,high
19701088,2,1.0,1.0,"Warm welcoming home, with swimming pool open only in warm weather,  and a brand new jacuzzi open all year long. close to equestrian center in case you want to rent and ride horses. Great neighborhood.<br /><br /><b>The space</b><br />Backyard has a beautiful mural painted by me,with the sunset, ocean, dolphins, hills, waterfalls and palm trees. Our own personal island in our backyard. Front yard is very open with plenty of places to sit, read, drink  and relax. A brand new bar area. One free drink on arrival. Extras at a minimum charge.<br /><br /><b>Guest access</b><br />Guest are welcome to have access to almost the whole house, the only spaces not available to them are my bedroom and daughter's room. Plenty of open spaces inside and outside the house. Totally renovated back yard, pool with water slide, Heated pool, plenty of shades outdoors. Brand new bar area. And a brand new jacuzzi open all year long.<br /><br /><b>Other things to note</b><br />Guest room has a new refrigerator f",2,100.0,150.0,high
48831667,2,1.0,1.0,"Welcome to the City of Pomona!<br /><br />Our home is situated in a nice neighborhood of Phillips Ranch and conveniently located near the CA-71 Freeway entrance and walking distance from food & grocery shopping centers that comprise of just to name a few: Walmart, Target, Ross, iHop, Panda Express, WingStop, and much more! <br /><br />Looking forward to host you!<br /><br /><b>The space</b><br />Our bright mango-yellow colored bedroom will raise your mood in your waking hours and energize you for the rest of the day!<br /><br />This 110 sq. ft. room located on the 2nd floor comes with a queen bed, a work desk & chair, heater, and closet – essentials for travelers visiting the Inland Empire! Other household needs may be provided upon request. Also, the bathroom on the same floor is all yours at your disposal.<br /><br /><b>Guest access</b><br />Our backyard is a great hang out spot if you want to catch some Vitamin Ds from the Sun! The yard comes with tables & chairs, hammocks by the av",20,100.0,49.0,low
